,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
597,598,kaybetmek,kaybettiği,death,"Kaza saat 16.00 sıralarında meydana geldi. Alınan bilgiye göre, sürücünün direksiyon hakimiyetini kaybettiği midibüs, bariyerlere çarparak devrildi. Kazada 1 kişi hayatını kaybetti, 2'si ağır 13 kişi de yaralandı. Yaralılar ambulanslarla çevre hastanelere sevk edildi.","kaza saat 16.00 sıralarında meydana geldi. alınan bilgiye göre, sürücünün direksiyon hakimiyetini kaybettiği midibüs, bariyerlere çarparak devrildi. kazada 1 kişi hayatını kaybetti, 2'si ağır 13 kişi de yaralandı. yaralılar ambulanslarla çevre hastanelere sevk edildi.",268,34,"Kaza saat 16.00 sıralarında meydana geldi. Alınan bilgiye göre, sürücünün direksiyon hakimiyetini [PET_BOUNDARY]kaybettiği[PET_BOUNDARY] midibüs, bariyerlere çarparak devrildi. Kazada 1 kişi hayatını kaybetti, 2'si ağır 13 kişi de yaralandı. Yaralılar ambulanslarla çevre hastanelere sevk edildi.",0,sometimes_euph
2234,2235,canını teslim etmek,canlarını teslim etmişlerdir,death,"ifade ederek, ""Terörle mücadelede hayatlarını kaybeden aziz şehitlerimiz, kahraman gazilerimizin kollarında canlarını teslim etmişlerdir . Bu kahramanlarımıza geçtiğimiz dönemde 2'nci iş haklarının verilmemesi ve bugünde çıkan ÖTV'den muaf tutulmaması",ifade ederek terörle mücadelede hayatlarını kaybeden aziz şehitlerimiz kahraman gazilerimizin kollarında canlarını teslim etmişlerdir  bu kahramanlarımıza geçtiğimiz dönemde nci iş haklarının verilmemesi ve bugünde çıkan ötvden muaf tutulmaması,251,29,"ifade ederek, ""Terörle mücadelede hayatlarını kaybeden aziz şehitlerimiz, kahraman gazilerimizin kollarında [PET_BOUNDARY]canlarını teslim etmişlerdir[PET_BOUNDARY]. Bu kahramanlarımıza geçtiğimiz dönemde 2'nci iş haklarının verilmemesi ve bugünde çıkan ÖTV'den muaf tutulmaması",1,sometimes_euph
42,43,aybaşı,aybaşı,bodily functions,"""Ki  kendisi dünyaca ünlü sosyolog Niyazi Berkes’in küçük kardeşidir… Eğer aybaşı ise oralarda  çarşıdaki binalarının kirasını toplamaya gelmiş Mehmet Hacımolla’ya da rastlayacaksınız , yanınmda yüzünden  nur ve güven akan eniştesi Sami Hoca Efendi ile birşeyler konuşarak ,  yokuş aşağı eve gitmektedirler .""","""ki  kendisi dünyacanlü sosyolog niyazi berkes’in küçük kardeşidir… eğer aybaşı ise oralarda arşıdaki binalarının kirasını toplamaya gelmiş mehmet hacımolla’ya da rastlayacaksınız yanınmda yüzünden  nur ve güven akan eniştesi sami hoca efendi ile birşeyler konuşarak  yokuş aşağı eve gitmektedirler",298,38,"""Ki  kendisi dünyaca ünlü sosyolog Niyazi Berkes’in küçük kardeşidir… Eğer [PET_BOUNDARY]aybaşı[PET_BOUNDARY] ise oralarda  çarşıdaki binalarının kirasını toplamaya gelmiş Mehmet Hacımolla’ya da rastlayacaksınız, yanınmda yüzünden  nur ve güven akan eniştesi Sami Hoca Efendi ile birşeyler konuşarak,  yokuş aşağı eve gitmektedirler.""",0,sometimes_euph
2394,2395,düşük gelirli,düşük gelirli,employment/finances,"ve maliyetin %30'unu veya daha fazlasını karşılamaktadır. Bununla birlikte, daha yoksul sakinler ve düşük gelirli emekliler , genellikle politikacıların genel bölgesel politikalarına katkıda bulunan süreci durduruyorlar . Daha",ve maliyetin unu veya daha fazlasını karşılamaktadır bununla birlikte daha yoksul sakinler ve düşük gelirli emekliler  genellikle politikacıların genel bölgesel politikalarına katkıda bulunan süreci durduruyorlar  daha,226,28,"ve maliyetin %30'unu veya daha fazlasını karşılamaktadır. Bununla birlikte, daha yoksul sakinler ve [PET_BOUNDARY]düşük gelirli[PET_BOUNDARY] emekliler , genellikle politikacıların genel bölgesel politikalarına katkıda bulunan süreci durduruyorlar . Daha",0,sometimes_euph
1667,1668,saf,saf,physical/mental attributes,"kolay inanmayan, mücadeleci bir tip idi. Eusebius, sanat adına yapılan her gösterişe inanan, her propagandaya kanan saf bir insan idi. Hakim Raro, Florestan ile Eusebius'un tartışmalarını halletmek için, onlara doğru yolu, hakiki hedefi",kolay inanmayan mücadeleci bir tip idi eusebius sanat adına yapılan her gösterişe inanan her propagandaya kanan saf bir insan idi hakim raro florestan ile eusebiusun tartışmalarını halletmek için onlara doğru yolu hakiki hedefi,236,33,"kolay inanmayan, mücadeleci bir tip idi. Eusebius, sanat adına yapılan her gösterişe inanan, her propagandaya kanan [PET_BOUNDARY]saf[PET_BOUNDARY] bir insan idi. Hakim Raro, Florestan ile Eusebius'un tartışmalarını halletmek için, onlara doğru yolu, hakiki hedefi",0,sometimes_euph
2296,2297,aşırmak,aşırdı,misc.,"ve gerekli laboratuar ölçümlerini yapmak. Akıllı adam canım işini biliyor, Cin gibi bak gördün mü? Nasıl da işini aşırdı ? Tam zaman adamı. Bu zamanda kurnaz olacaksın kardeşim. Araya şunları şunları koydu da neleri yaptı? Kurt gibi kurt",ve gerekli laboratuar ölçümlerini yapmak akıllı adam canım işini biliyor cin gibi bak gördün mü nasıl da işini aşırdı  tam zaman adamı bu zamanda kurnaz olacaksın kardeşim araya şunları şunları koydu da neleri yaptı kurt gibi kurt,237,38,"ve gerekli laboratuar ölçümlerini yapmak. Akıllı adam canım işini biliyor, Cin gibi bak gördün mü? Nasıl da işini [PET_BOUNDARY]aşırdı[PET_BOUNDARY]? Tam zaman adamı. Bu zamanda kurnaz olacaksın kardeşim. Araya şunları şunları koydu da neleri yaptı? Kurt gibi kurt",0,sometimes_euph
1978,1979,eli sıkı,Eli sıkı,physical/mental attributes,"isim listesi 10.sayfamızda VEHBİ KOÇ'LA TATİL SOHBETİ ""En zor iş,insan idaresi"" Koç,bugünlerde en çok ne düşünüyor? Eli sıkı mı ? Koça göre zenginler nasıl yaşamalı? Partilere,özel sektör desteği için ne diyor? Sabancı hakkındaki gö Sovyetler'",isim listesi sayfamızda vehbi koçla tatil sohbeti en zor işinsan idaresi koçbugünlerde en çok ne düşünüyor eli sıkı mı  koça göre zenginler nasıl yaşamalı partilereözel sektör desteği için ne diyor sabancı hakkındaki gö sovyetler,243,35,"isim listesi 10.sayfamızda VEHBİ KOÇ'LA TATİL SOHBETİ ""En zor iş,insan idaresi"" Koç,bugünlerde en çok ne düşünüyor? [PET_BOUNDARY]Eli sıkı[PET_BOUNDARY] mı ? Koça göre zenginler nasıl yaşamalı? Partilere,özel sektör desteği için ne diyor? Sabancı hakkındaki gö Sovyetler'",1,sometimes_euph
594,595,kaybetmek,kaybederek,death,"Baca temizliği için Karasu Plaj Caddesi’ndeki 5 katlı apartmanın çatısına çıkan Bahar Akıncı (23), dengesini kaybederek asansör boşluğuna düştü. Beton zemine çakılan Akıncı, olay yerine gelen sağlık ekiplerinin ilk müdahalesinin ardından kaldırıldığı Karasu Devlet Hastanesinde hayatını kaybetti. Akıncı’nın çalışmak için İstanbul’dan Karasu’ya geldiği öğrenildi.","baca temizliği için karasu plaj caddesi’ndeki 5 katlı apartmanın çatısına çıkan bahar akıncı (23), dengesini kaybederek asansör boşluğuna düştü. beton zemine çakılan akıncı, olay yerine gelen sağlık ekiplerinin ilk müdahalesinin ardından kaldırıldığı karasu devlet hastanesinde hayatını kaybetti. akıncı’nın çalışmak için i̇stanbul’dan karasu’ya geldiği öğrenildi.",364,44,"Baca temizliği için Karasu Plaj Caddesi’ndeki 5 katlı apartmanın çatısına çıkan Bahar Akıncı (23), dengesini [PET_BOUNDARY]kaybederek[PET_BOUNDARY] asansör boşluğuna düştü. Beton zemine çakılan Akıncı, olay yerine gelen sağlık ekiplerinin ilk müdahalesinin ardından kaldırıldığı Karasu Devlet Hastanesinde hayatını kaybetti. Akıncı’nın çalışmak için İstanbul’dan Karasu’ya geldiği öğrenildi.",0,sometimes_euph
624,625,madde,madde,substances,"Edinilen bilgiye göre, polis ekiplerince yapılan çalışmada, aralarında 2 eski öğrencisinin de bulunduğu 29 kişiye uyuşturucu sattığı iddiasıyla gözaltına alınan bir lisede beden eğitimi öğretmenliği yapan Ayhan D, savcılıktaki sorgusunun ardından nöbetçi mahkemeye sevk edildi. Ayhan D, nöbetçi mahkemece ""uyuşturucu madde satmak"" suçundan tutuklandı.","edinilen bilgiye göre, polis ekiplerince yapılan çalışmada, aralarında 2 eski öğrencisinin de bulunduğu 29 kişiye uyuşturucu sattığı iddiasıyla gözaltına alınan bir lisede beden eğitimi öğretmenliği yapan ayhan d, savcılıktaki sorgusunun ardından nöbetçi mahkemeye sevk edildi. ayhan d, nöbetçi mahkemece ""uyuşturucu madde satmak"" suçundan tutuklandı.",351,44,"Edinilen bilgiye göre, polis ekiplerince yapılan çalışmada, aralarında 2 eski öğrencisinin de bulunduğu 29 kişiye uyuşturucu sattığı iddiasıyla gözaltına alınan bir lisede beden eğitimi öğretmenliği yapan Ayhan D, savcılıktaki sorgusunun ardından nöbetçi mahkemeye sevk edildi. Ayhan D, nöbetçi mahkemece ""uyuşturucu [PET_BOUNDARY]madde[PET_BOUNDARY] satmak"" suçundan tutuklandı.",1,sometimes_euph
531,532,kaybetmek,kaybettiğimiz,death,Soma'da yaşanan facia ile yakından ilgilenen Beşiktaş taraftarları kaybettiğimiz madencileri unutmayacak. Siyah beyazlı taraftarlar Atatürk Olimpiyat Stadı'nda oynanacak mücadelede Doğu tribününde 284 koltuğu boş bırakacak ve bu koltuklara karanfil ve siyah bayrak koyacak. Beşiktaşlılar ayrıca siyah beyazlı takım gol attığı taktirde herhangi bir tezahürat yapmayacak.,soma'da yaşanan facia ile yakından ilgilenen beşiktaş taraftarları kaybettiğimiz madencileri unutmayacak. siyah beyazlı taraftarlar atatürk olimpiyat stadı'nda oynanacak mücadelede doğu tribününde 284 koltuğu boş bırakacak ve bu koltuklara karanfil ve siyah bayrak koyacak. beşiktaşlılar ayrıca siyah beyazlı takım gol attığı taktirde herhangi bir tezahürat yapmayacak.,369,45,Soma'da yaşanan facia ile yakından ilgilenen Beşiktaş taraftarları [PET_BOUNDARY]kaybettiğimiz[PET_BOUNDARY] madencileri unutmayacak. Siyah beyazlı taraftarlar Atatürk Olimpiyat Stadı'nda oynanacak mücadelede Doğu tribününde 284 koltuğu boş bırakacak ve bu koltuklara karanfil ve siyah bayrak koyacak. Beşiktaşlılar ayrıca siyah beyazlı takım gol attığı taktirde herhangi bir tezahürat yapmayacak.,1,sometimes_euph
1442,1443,kurban gitmek,kurban gittiğini,death,"Zeynep'ten söz açtı ve onun acılı hikâyesini anlattı. Zeynep'in eskiden evli olduğunu, kocasınınsa bir kan davasına kurban gittiğini uzun uzun anlattı. Ahmet Bey can kulağıyla dinlediğini belli etmemek için hapır hupur yemeğini yiyordu. Arada: -Haa",zeynepten söz açtı ve onun acılı hikyesini anlattı zeynepin eskiden evli olduğunu kocasınınsa bir kan davasına kurban gittiğini uzun uzun anlattı ahmet bey can kulağıyla dinlediğini belli etmemek için hapır hupur yemeğini yiyordu arada haa,248,35,"Zeynep'ten söz açtı ve onun acılı hikâyesini anlattı. Zeynep'in eskiden evli olduğunu, kocasınınsa bir kan davasına [PET_BOUNDARY]kurban gittiğini[PET_BOUNDARY] uzun uzun anlattı. Ahmet Bey can kulağıyla dinlediğini belli etmemek için hapır hupur yemeğini yiyordu. Arada: -Haa",1,sometimes_euph
846,847,vefat etmek,vefat ettiğini,death,"Haber spikeri Simge Fıstıkoğlu, babası Edip Mazhar Fıstıkoğlu'nu kaybetti. Fıstıkoğlu, sosyal medyada yaptığı paylaşımda babasının vefat ettiğini ""kalbimin sızısı"" notu ile duyurdu. Yayınlanan ilanda merhum Edip Mazhar Fıstıkoğlu'nun cenazesinin 4 Şubat 2016 perşembe günü Ataköy 5. Kısım Ömer Doruk Camii'nden ikindi namazına müteakip son yolculuğuna uğurlanacağı duyuruldu.","haber spikeri simge fıstıkoğlu, babası edip mazhar fıstıkoğlu'nu kaybetti. fıstıkoğlu, sosyal medyada yaptığı paylaşımda babasının vefat ettiğini ""kalbimin sızısı"" notu ile duyurdu. yayınlanan ilanda merhum edip mazhar fıstıkoğlu'nun cenazesinin 4 şubat 2016 perşembe günü ataköy 5. kısım ömer doruk camii'nden ikindi namazına müteakip son yolculuğuna uğurlanacağı duyuruldu.",375,47,"Haber spikeri Simge Fıstıkoğlu, babası Edip Mazhar Fıstıkoğlu'nu kaybetti. Fıstıkoğlu, sosyal medyada yaptığı paylaşımda babasının [PET_BOUNDARY]vefat ettiğini[PET_BOUNDARY] ""kalbimin sızısı"" notu ile duyurdu. Yayınlanan ilanda merhum Edip Mazhar Fıstıkoğlu'nun cenazesinin 4 Şubat 2016 perşembe günü Ataköy 5. Kısım Ömer Doruk Camii'nden ikindi namazına müteakip son yolculuğuna uğurlanacağı duyuruldu.",1,always_euph
2242,2243,cici anne,cici anne,misc.,"talep var. Kışın 8-9 civarına düşebiliyor. Köpekler, yaşadıkları evin evladı. Aslında olaya böyle bakarsanız, biz cici anne , cici baba rol modelleri oluyoruz. Buraya gelen her evlat ki ben onlara 'Tüylü bamya' diyorum. Hepsi beni anne, eşimi",talep var kışın  civarına düşebiliyor köpekler yaşadıkları evin evladı aslında olaya böyle bakarsanız biz cici anne  cici baba rol modelleri oluyoruz buraya gelen her evlat ki ben onlara tüylü bamya diyorum hepsi beni anne eşimi,242,37,"talep var. Kışın 8-9 civarına düşebiliyor. Köpekler, yaşadıkları evin evladı. Aslında olaya böyle bakarsanız, biz [PET_BOUNDARY]cici anne[PET_BOUNDARY], cici baba rol modelleri oluyoruz. Buraya gelen her evlat ki ben onlara 'Tüylü bamya' diyorum. Hepsi beni anne, eşimi",0,sometimes_euph
1393,1394,iyi saatte olsunlar,İyi saatte olsunlardan,misc.,"ve şöyle diyordu ""Biri de çıkıp demiyor ki iyi ki varsın Eren"". Bu kanın Eren'e bulaşmasını kimse istemedi mi sizce? İyi saatte olsunlardan korkup adını söylemeden üç harfliler deyip geçiştirenler misali cinden şeytandan daha melun PKK'yı telaffuz bile",ve şöyle diyordu biri de çıkıp demiyor ki iyi ki varsın eren bu kanın erene bulaşmasını kimse istemedi mi sizce iyi saatte olsunlardan korkup adını söylemeden üç harfliler deyip geçiştirenler misali cinden şeytandan daha melun pkkyı telaffuz bile,252,38,"ve şöyle diyordu ""Biri de çıkıp demiyor ki iyi ki varsın Eren"". Bu kanın Eren'e bulaşmasını kimse istemedi mi sizce? [PET_BOUNDARY]İyi saatte olsunlardan[PET_BOUNDARY] korkup adını söylemeden üç harfliler deyip geçiştirenler misali cinden şeytandan daha melun PKK'yı telaffuz bile",1,sometimes_euph
1638,1639,fiş çekmek,fişini çektiler,death,"bahseden Hüsnü Can, ""Bir arkadaşın hanımı GATA'da kanser tedavisi görüyordu ve arkadaşımız atıldı diye hanımının fişini çektiler . Tedavi edemeyiz deyip arkadaşın hanımını geri verdiler. Hanımı dışarda sosyal güvenliği olmadığı için tedavi",bahseden hüsnü can bir arkadaşın hanımı gatada kanser tedavisi görüyordu ve arkadaşımız atıldı diye hanımının fişini çektiler  tedavi edemeyiz deyip arkadaşın hanımını geri verdiler hanımı dışarda sosyal güvenliği olmadığı için tedavi,239,32,"bahseden Hüsnü Can, ""Bir arkadaşın hanımı GATA'da kanser tedavisi görüyordu ve arkadaşımız atıldı diye hanımının [PET_BOUNDARY]fişini çektiler[PET_BOUNDARY]. Tedavi edemeyiz deyip arkadaşın hanımını geri verdiler. Hanımı dışarda sosyal güvenliği olmadığı için tedavi",1,sometimes_euph
118,119,birlikte olmak,birlikte olduğu,sexual activity,"İstanbul Asayiş Şube Müdürlüğü Ahlak ve Kumar Büro Amirliği ekiplerince Özbek asıllı Enver A. ile Muzaffer N, Recep S. ve Tekin K'nin elebaşı olduğu 2 ayrı fuhuş çetesiyle bağlantısı olduğu iddia edilen eski Antalya Yabancılar Şube Müdürü S.E. ile İstanbul Pasaport Şube Müdürlüğünde görevli polis memuru M.K. yakalandı. S.E'nin, Enver A'nın gönderdiği kadınlara kalacakları ev konusunda yardımcı olduğu, bunun karşılığında kadınlarla birlikte olduğu öne sürüldü.","i̇stanbul asayiş şube müdürlüğü ahlak ve kumar büro amirliği ekiplerince özbek asıllı enver a. ile muzaffer n, recep s. ve tekin k'nin elebaşı olduğu 2 ayrı fuhuş çetesiyle bağlantısı olduğu iddia edilen eski antalya yabancılar şube müdürü s.e. ile i̇stanbul pasaport şube müdürlüğünde görevli polis memuru m.k. yakalandı. s.e'nin, enver a'nın gönderdiği kadınlara kalacakları ev konusunda yardımcı olduğu, bunun karşılığında kadınlarla birlikte olduğu öne sürüldü.",465,65,"İstanbul Asayiş Şube Müdürlüğü Ahlak ve Kumar Büro Amirliği ekiplerince Özbek asıllı Enver A. ile Muzaffer N, Recep S. ve Tekin K'nin elebaşı olduğu 2 ayrı fuhuş çetesiyle bağlantısı olduğu iddia edilen eski Antalya Yabancılar Şube Müdürü S.E. ile İstanbul Pasaport Şube Müdürlüğünde görevli polis memuru M.K. yakalandı. S.E'nin, Enver A'nın gönderdiği kadınlara kalacakları ev konusunda yardımcı olduğu, bunun karşılığında kadınlarla [PET_BOUNDARY]birlikte olduğu[PET_BOUNDARY] öne sürüldü.",1,sometimes_euph
1091,1092,fındık kırmak,fındık kırımında,sexual activity,"gemi sahibi olması, kardeşinin de Marsilya'da fındık ticaretiyle iştigal etmesi nedeniyle, fındık dış satımında ve fındık kırımında modernleşme öncüsü olmuştur. Tüm Dünya'da 1929 Ekonomik buhranı olarak bildiğimiz ekonomik krizin, yeni kurulan",gemi sahibi olması kardeşinin de marsilyada fındık ticaretiyle iştigal etmesi nedeniyle fındık dış satımında ve fındık kırımında modernleşme öncüsü olmuştur tüm dünyada  ekonomik buhranı olarak bildiğimiz ekonomik krizin yeni kurulan,243,31,"gemi sahibi olması, kardeşinin de Marsilya'da fındık ticaretiyle iştigal etmesi nedeniyle, fındık dış satımında ve [PET_BOUNDARY]fındık kırımında[PET_BOUNDARY] modernleşme öncüsü olmuştur. Tüm Dünya'da 1929 Ekonomik buhranı olarak bildiğimiz ekonomik krizin, yeni kurulan",0,sometimes_euph
